ObservationDate,Confirmed,Deaths,Recovered
2020-01-26,2.0,0.0,0.0
2020-01-27,2.0,0.0,0.0
2020-01-28,2.0,0.0,0.0
2020-01-29,2.0,0.0,0.0
2020-01-30,2.0,0.0,0.0
2020-01-31,2.0,0.0,0.0
2020-03-10,144.0,2.0,2.0
2020-03-11,177.0,3.0,2.0
2020-03-12,221.0,4.0,6.0
2020-03-13,282.0,4.0,6.0
2020-03-14,340.0,5.0,6.0
2020-03-15,426.0,6.0,6.0
2020-03-16,557.0,7.0,6.0
2020-03-17,698.0,12.0,6.0
2020-03-18,751.0,13.0,0.0
2020-03-19,952.0,18.0,0.0
2020-03-20,1177.0,23.0,0.0
2020-03-21,1364.0,24.0,0.0
2020-03-22,1646.0,30.0,0.0
2020-03-23,2108.0,39.0,0.0
2020-03-24,2538.0,50.0,0.0
2020-03-25,2998.0,65.0,0.0
2020-03-26,3899.0,81.0,0.0
2020-03-27,4657.0,94.0,0.0
2020-03-28,5095.0,110.0,0.0
2020-03-29,5852.0,124.0,0.0
2020-03-30,7138.0,146.0,0.0
2020-03-31,8210.0,173.0,0.0
2020-04-01,9420.0,198.0,0.0
2020-04-02,10792.0,237.0,0.0
2020-04-03,12032.0,265.0,0.0
2020-04-04,12839.0,287.0,0.0
2020-04-05,15035.0,348.0,0.0
2020-04-06,16036.0,380.0,0.0
2020-04-07,17369.0,429.0,0.0
2020-04-08,18934.0,497.0,0.0
2020-04-09,19745.0,547.0,0.0
2020-04-10,21120.0,586.0,0.0
2020-04-11,21709.0,606.0,0.0
2020-04-12,22805.0,643.0,0.0
2020-04-13,23956.0,713.0,0.0
2020-04-14,25427.0,766.0,0.0
2020-04-15,26719.0,866.0,0.0
2020-04-16,27687.0,962.0,0.0
2020-04-17,29470.0,1044.0,0.0
2020-04-18,30785.0,1140.0,0.0
2020-04-19,31660.0,1178.0,0.0
2020-04-20,33946.0,1223.0,0.0
2020-04-21,35778.0,1278.0,0.0
2020-04-22,37731.0,1425.0,0.0
2020-04-23,39946.0,1530.0,0.0
2020-04-24,41803.0,1620.0,0.0
2020-04-25,42771.0,1689.0,0.0
2020-04-26,43887.0,1725.0,0.0
2020-04-27,45381.0,1779.0,0.0
2020-04-28,46714.0,1861.0,0.0
2020-04-29,49310.0,1946.0,0.0
2020-04-30,50712.0,2029.0,0.0
2020-05-01,52536.0,2128.0,0.0
2020-05-02,53833.0,2181.0,0.0
2020-05-03,55323.0,2218.0,0.0
2020-05-04,56419.0,2280.0,0.0
2020-05-05,59039.0,2379.0,0.0
2020-05-06,61245.0,2464.0,0.0
2020-05-07,62869.0,2537.0,0.0
2020-05-08,64543.0,2617.0,0.0
2020-05-09,67271.0,2692.0,0.0
2020-05-10,68231.0,2723.0,0.0
2020-05-11,70039.0,2785.0,0.0
2020-05-12,71768.0,2883.0,0.0
2020-05-13,73603.0,2950.0,0.0
2020-05-14,75580.0,3053.0,0.0
2020-05-15,77427.0,3135.0,0.0
2020-05-16,79471.0,3206.0,0.0
2020-05-17,80809.0,3240.0,0.0
2020-05-18,82259.0,3279.0,0.0
2020-05-19,84623.0,3402.0,0.0
2020-05-20,86818.0,3497.0,0.0
2020-05-21,88926.0,3580.0,0.0
2020-05-22,91210.0,3660.0,0.0
2020-05-23,93379.0,3735.0,0.0
2020-05-24,94769.0,3753.0,0.0
2020-05-25,97082.0,3768.0,0.0
2020-05-26,100207.0,3818.0,0.0
2020-05-27,102014.0,3894.0,0.0
2020-05-28,104893.0,3986.0,0.0
2020-05-29,107707.0,4069.0,0.0
2020-05-30,110937.0,4136.0,0.0
2020-05-31,112919.0,4166.0,0.0
2020-06-01,115688.0,4211.0,0.0
2020-06-02,118292.0,4299.0,0.0
2020-06-03,120557.0,4367.0,0.0
2020-06-04,123490.0,4438.0,0.0
2020-06-05,126989.0,4519.0,0.0
2020-06-06,129735.0,4595.0,0.0
2020-06-07,131769.0,4622.0,0.0
2020-06-08,135114.0,4647.0,0.0
2020-06-09,138148.0,4735.0,0.0
2020-06-10,141313.0,4846.0,0.0
2020-06-11,145024.0,4926.0,0.0
2020-06-12,148434.0,4970.0,0.0
2020-06-13,151885.0,5070.0,0.0
2020-06-14,154012.0,5094.0,0.0
2020-06-15,157620.0,5110.0,0.0
2020-06-16,161149.0,5196.0,0.0
2020-06-17,165425.0,5267.0,0.0
2020-06-18,170296.0,5350.0,0.0
2020-06-19,174428.0,5422.0,0.0
2020-06-20,178846.0,5487.0,0.0
2020-06-21,182026.0,5511.0,0.0
2020-06-22,188948.0,5561.0,0.0
2020-06-23,196541.0,5621.0,0.0
2020-06-24,201764.0,5709.0,0.0
2020-06-25,207480.0,5797.0,0.0
2020-06-26,213752.0,5862.0,0.0
2020-06-27,217612.0,5894.0,0.0
2020-06-28,222630.0,5926.0,0.0
2020-06-29,231578.0,5979.0,0.0
2020-06-30,239538.0,6074.0,0.0
2020-07-01,247317.0,6160.0,0.0
2020-07-02,255494.0,6253.0,0.0
2020-07-03,259664.0,6306.0,0.0
2020-07-04,261909.0,6334.0,0.0
2020-07-05,273416.0,6374.0,0.0
2020-07-06,279891.0,6442.0,0.0
2020-07-07,292859.0,6573.0,0.0
2020-07-08,301140.0,6702.0,0.0
2020-07-09,310753.0,6851.0,0.0
2020-07-10,319276.0,6958.0,0.0
2020-07-11,326299.0,7031.0,0.0
2020-07-12,331786.0,7055.0,0.0
2020-07-13,340931.0,7094.0,0.0
2020-07-14,353610.0,7254.0,0.0
2020-07-15,362293.0,7381.0,0.0
2020-07-16,372098.0,7496.0,0.0
2020-07-17,381075.0,7609.0,0.0
2020-07-18,388450.0,7696.0,0.0
2020-07-19,394389.0,7723.0,0.0
2020-07-20,405371.0,7778.0,0.0
2020-07-21,416450.0,7893.0,0.0
2020-07-22,428241.0,8053.0,0.0
2020-07-23,437338.0,8191.0,0.0
2020-07-24,446585.0,8334.0,0.0
2020-07-25,452831.0,8422.0,0.0
2020-07-26,458288.0,8459.0,0.0
2020-07-27,464577.0,8511.0,0.0
2020-07-28,477355.0,8685.0,0.0
2020-07-29,491537.0,8901.0,0.0
2020-07-30,499519.0,9024.0,0.0
2020-07-31,507206.0,9232.0,0.0
2020-08-01,513078.0,9362.0,0.0
2020-08-02,518282.0,9419.0,0.0
2020-08-03,522847.0,9466.0,0.0
2020-08-04,532850.0,9651.0,0.0
2020-08-05,537165.0,9816.0,0.0
2020-08-06,547639.0,10035.0,0.0
2020-08-07,553552.0,10152.0,0.0
2020-08-08,560936.0,10329.0,0.0
2020-08-09,566043.0,10362.0,0.0
2020-08-10,579653.0,10509.0,0.0
2020-08-11,585315.0,10556.0,0.0
2020-08-12,596862.0,10782.0,0.0
2020-08-13,602811.0,10904.0,0.0
2020-08-14,617459.0,11178.0,0.0
2020-08-15,622431.0,11244.0,0.0
2020-08-16,627796.0,11277.0,0.0
2020-08-17,633339.0,11331.0,0.0
2020-08-18,641991.0,11492.0,0.0
2020-08-19,651034.0,11717.0,0.0
2020-08-20,656039.0,11847.0,0.0
2020-08-21,662673.0,11991.0,0.0
2020-08-22,667844.0,12110.0,0.0
2020-08-23,672608.0,12181.0,0.0
2020-08-24,678638.0,12262.0,0.0
2020-08-25,684221.0,12418.0,0.0
2020-08-26,689783.0,12550.0,0.0
2020-08-27,694617.0,12710.0,0.0
2020-08-28,699912.0,12857.0,0.0
2020-08-29,704311.0,12945.0,0.0
2020-08-30,708033.0,12976.0,0.0
2020-08-31,714572.0,13061.0,0.0
2020-09-01,717815.0,13175.0,0.0
2020-09-02,723371.0,13360.0,0.0
2020-09-03,728355.0,13541.0,0.0
2020-09-04,733034.0,13694.0,0.0
2020-09-05,737632.0,13744.0,0.0
2020-09-06,740883.0,13791.0,0.0
2020-09-07,743002.0,13816.0,0.0
2020-09-08,746375.0,13879.0,0.0
2020-09-09,749453.0,14049.0,0.0
2020-09-10,752958.0,14157.0,0.0
2020-09-11,756997.0,14312.0,0.0
2020-09-12,760938.0,14388.0,0.0
2020-09-13,763711.0,14448.0,0.0
2020-09-14,767310.0,14502.0,0.0
2020-09-15,770342.0,14655.0,0.0
2020-09-16,773866.0,14764.0,0.0
2020-09-17,777545.0,14872.0,0.0
2020-09-18,782010.0,14949.0,0.0
2020-09-19,785766.0,15084.0,0.0
2020-09-20,788552.0,15079.0,0.0
2020-09-21,792524.0,15118.0,0.0
2020-09-22,795593.0,15254.0,0.0
2020-09-23,799100.0,15357.0,0.0
2020-09-24,802438.0,15449.0,0.0
2020-09-25,806606.0,15588.0,0.0
2020-09-26,810373.0,15647.0,0.0
2020-09-27,812649.0,15669.0,0.0
2020-09-28,815576.0,15696.0,0.0
2020-09-29,818727.0,15818.0,0.0
2020-09-30,822246.0,15943.0,0.0
2020-10-01,825397.0,16037.0,0.0
2020-10-02,829328.0,16123.0,0.0
2020-10-03,832666.0,16186.0,0.0
2020-10-04,835627.0,16216.0,0.0
2020-10-05,838511.0,16240.0,0.0
2020-10-06,841372.0,16310.0,0.0
2020-10-07,845181.0,16411.0,0.0
2020-10-08,848654.0,16487.0,0.0
2020-10-09,852535.0,16555.0,0.0
2020-10-10,855787.0,16640.0,0.0
2020-10-11,858460.0,16655.0,0.0
2020-10-12,861269.0,16661.0,0.0
2020-10-13,864779.0,16721.0,0.0
2020-10-14,868727.0,16813.0,0.0
2020-10-15,871801.0,16907.0,0.0
2020-10-16,875002.0,16990.0,0.0
2020-10-17,877459.0,17029.0,0.0
2020-10-18,879455.0,17055.0,0.0
2020-10-19,883478.0,17059.0,0.0
2020-10-20,887581.0,17130.0,0.0
2020-10-21,890889.0,17213.0,0.0
2020-10-22,897337.0,17328.0,0.0
2020-10-23,902941.0,17384.0,0.0
2020-10-24,907637.0,17421.0,0.0
2020-10-25,910475.0,17439.0,0.0
2020-10-26,914421.0,17467.0,0.0
2020-10-27,918894.0,17544.0,0.0
2020-10-28,923355.0,17610.0,0.0
2020-10-29,927754.0,17642.0,0.0
2020-10-30,932233.0,17695.0,0.0
2020-10-31,936325.0,17738.0,0.0
2020-11-01,940200.0,17751.0,0.0
2020-11-02,945821.0,17778.0,0.0
2020-11-03,950944.0,17830.0,0.0
2020-11-04,956520.0,17891.0,0.0
2020-11-05,963049.0,17947.0,0.0
2020-11-06,969497.0,18020.0,0.0
2020-11-07,974535.0,18047.0,0.0
2020-11-08,980738.0,18063.0,0.0
2020-11-09,987844.0,18122.0,0.0
2020-11-10,996453.0,18162.0,0.0
2020-11-11,1001880.0,18197.0,0.0
2020-11-12,1011951.0,18227.0,0.0
2020-11-13,1021804.0,18304.0,0.0
2020-11-14,1030034.0,18342.0,0.0
2020-11-15,1038776.0,18352.0,0.0
2020-11-16,1050688.0,18393.0,0.0
2020-11-17,1062095.0,18450.0,0.0
2020-11-18,1074204.0,18540.0,0.0
2020-11-19,1088201.0,18644.0,0.0
2020-11-20,1101494.0,18741.0,0.0
2020-11-21,1115122.0,18803.0,0.0
2020-11-22,1123987.0,18820.0,0.0
2020-11-23,1141930.0,18878.0,0.0
2020-11-24,1159318.0,18978.0,0.0
2020-11-25,1173797.0,19081.0,0.0
2020-11-26,1181614.0,19122.0,0.0
2020-11-27,1198409.0,19184.0,0.0
2020-11-28,1212263.0,19227.0,0.0
2020-11-29,1226219.0,19247.0,0.0
2020-11-30,1244952.0,19308.0,0.0
2020-12-01,1262927.0,19422.0,0.0
2020-12-02,1282173.0,19530.0,0.0
2020-12-03,1305611.0,19680.0,0.0
2020-12-04,1330683.0,19906.0,0.0
2020-12-05,1356263.0,19998.0,0.0
2020-12-06,1383556.0,20047.0,0.0
2020-12-07,1412484.0,20153.0,0.0
2020-12-08,1440537.0,20363.0,0.0
2020-12-09,1473446.0,20562.0,0.0
2020-12-10,1509057.0,20737.0,0.0
2020-12-11,1546199.0,20956.0,0.0
2020-12-12,1575719.0,21075.0,0.0
2020-12-13,1607328.0,21144.0,0.0
2020-12-14,1632907.0,21236.0,0.0
2020-12-15,1675929.0,21602.0,0.0
2020-12-16,1738097.0,21936.0,0.0
2020-12-17,1784859.0,22257.0,0.0
2020-12-18,1833771.0,22544.0,0.0
2020-12-19,1869881.0,22702.0,0.0
2020-12-20,1909406.0,22783.0,0.0
2020-12-21,1954347.0,23012.0,0.0
2020-12-22,1990644.0,23395.0,0.0
2020-12-23,2035301.0,23744.0,0.0
2020-12-24,2068468.0,24044.0,0.0
2020-12-25,2085231.0,24104.0,0.0
2020-12-26,2144654.0,24342.0,0.0
2020-12-27,2178934.0,24403.0,0.0
2020-12-28,2222669.0,24660.0,0.0
2020-12-29,2258759.0,25102.0,0.0
2020-12-30,2291414.0,25532.0,0.0
2020-12-31,2325599.0,26132.0,0.0
2021-01-01,2365024.0,26504.0,0.0
2021-01-02,2415246.0,26696.0,0.0
2021-01-03,2452262.0,26788.0,0.0
2021-01-04,2490518.0,27160.0,0.0
2021-01-05,2529480.0,27684.0,0.0
2021-01-06,2567843.0,28240.0,0.0
2021-01-07,2609088.0,28746.0,0.0
2021-01-08,2653925.0,29306.0,0.0
2021-01-09,2704483.0,29890.0,0.0
2021-01-10,2744008.0,30187.0,0.0
2021-01-11,2784716.0,30670.0,0.0
2021-01-12,2832085.0,31345.0,0.0
2021-01-13,2870104.0,31871.0,0.0
2021-01-14,2910044.0,32517.0,0.0
2021-01-15,2948054.0,33192.0,0.0
2021-01-16,2983149.0,33574.0,0.0
2021-01-17,3014428.0,33810.0,0.0
2021-01-18,3043005.0,33961.0,0.0
2021-01-19,3078551.0,34656.0,0.0
2021-01-20,3097632.0,35277.0,0.0
2021-01-21,3122705.0,36036.0,0.0
2021-01-22,3147207.0,36615.0,0.0
2021-01-23,3168028.0,37101.0,0.0
2021-01-24,3187475.0,37376.0,0.0
2021-01-25,3213222.0,37800.0,0.0
2021-01-26,3235045.0,38496.0,0.0
2021-01-27,3251292.0,39050.0,0.0
2021-01-28,3273905.0,39817.0,0.0
2021-01-29,3293531.0,40497.0,0.0
2021-01-30,3310949.0,40976.0,0.0
2021-01-31,3324264.0,41211.0,0.0
2021-02-01,3342647.0,41702.0,0.0
2021-02-02,3355781.0,42157.0,0.0
2021-02-03,3368281.0,42762.0,0.0
2021-02-04,3382932.0,43387.0,0.0
2021-02-05,3399745.0,44019.0,0.0
2021-02-06,3408241.0,44361.0,0.0
2021-02-07,3417982.0,44594.0,0.0
2021-02-08,3432088.0,44940.0,0.0
2021-02-09,3442672.0,45454.0,0.0
2021-02-10,3451176.0,45925.0,0.0
2021-02-11,3461753.0,46475.0,0.0
2021-02-12,3471311.0,46932.0,0.0
2021-02-13,3480228.0,47349.0,0.0
2021-02-14,3485841.0,47564.0,0.0
2021-02-15,3491392.0,47630.0,0.0
2021-02-16,3499871.0,48037.0,0.0
2021-02-17,3506402.0,48457.0,0.0
2021-02-18,3512396.0,48824.0,0.0
2021-02-19,3521225.0,49380.0,0.0
2021-02-20,3527338.0,49680.0,0.0
2021-02-21,3531846.0,49936.0,0.0
2021-02-22,3536946.0,50151.0,0.0
2021-02-23,3543340.0,50496.0,0.0
2021-02-24,3549090.0,51582.0,0.0
2021-02-25,3554629.0,52082.0,0.0
2021-02-26,3559682.0,52435.0,0.0
2021-02-27,3564094.0,52599.0,0.0
2021-02-28,3567582.0,52835.0,0.0
2021-03-01,3573549.0,53146.0,0.0
2021-03-02,3577966.0,53449.0,0.0
2021-03-03,3582320.0,53728.0,0.0
2021-03-04,3587567.0,54108.0,0.0
2021-03-05,3592560.0,54495.0,0.0
2021-03-06,3596760.0,54771.0,0.0
2021-03-07,3599311.0,54858.0,0.0
2021-03-08,3602445.0,54950.0,0.0
2021-03-09,3607891.0,55259.0,0.0
2021-03-10,3611295.0,55515.0,0.0
2021-03-11,3614852.0,55776.0,0.0
2021-03-12,3618976.0,56122.0,0.0
2021-03-13,3620890.0,56281.0,0.0
2021-03-14,3623063.0,56421.0,0.0
2021-03-15,3626027.0,56521.0,0.0
2021-03-16,3628300.0,56644.0,0.0
2021-03-17,3631572.0,56882.0,0.0
2021-03-18,3635179.0,57133.0,0.0
2021-03-19,3638212.0,57313.0,0.0
2021-03-20,3640524.0,57343.0,0.0
2021-03-21,3641876.0,57404.0,0.0
2021-03-22,3645303.0,57662.0,0.0
2021-03-23,3647808.0,57843.0,0.0
2021-03-24,3650638.0,58067.0,0.0
2021-03-25,3653168.0,58375.0,0.0
2021-03-26,3656610.0,58605.0,0.0
2021-03-27,3658714.0,58795.0,0.0
2021-03-28,3660713.0,58948.0,0.0
2021-03-29,3663913.0,59030.0,0.0
2021-03-30,3666266.0,59128.0,0.0
2021-03-31,3668745.0,59274.0,0.0
2021-04-01,3671349.0,59411.0,0.0
2021-04-02,3675191.0,59614.0,0.0
2021-04-03,3676183.0,59667.0,0.0
2021-04-04,3676873.0,59720.0,0.0
2021-04-05,3682861.0,59799.0,0.0
2021-04-06,3685045.0,59887.0,0.0
2021-04-07,3687493.0,59993.0,0.0
2021-04-08,3690031.0,60129.0,0.0
2021-04-09,3693674.0,60286.0,0.0
2021-04-10,3696980.0,60384.0,0.0
2021-04-11,3700471.0,60452.0,0.0
2021-04-12,3704070.0,60495.0,0.0
2021-04-13,3706629.0,60547.0,0.0
2021-04-14,3708716.0,60717.0,0.0
2021-04-15,3711723.0,60808.0,0.0
2021-04-16,3714587.0,60922.0,0.0
2021-04-17,3716579.0,60994.0,0.0
2021-04-18,3718210.0,61038.0,0.0
2021-04-19,3720901.0,61045.0,0.0
2021-04-20,3723446.0,61122.0,0.0
2021-04-21,3725088.0,61193.0,0.0
2021-04-22,3727913.0,61309.0,0.0
2021-04-23,3729116.0,61401.0,0.0
2021-04-24,3731145.0,61445.0,0.0
2021-04-25,3731770.0,61479.0,0.0
2021-04-26,3734562.0,61500.0,0.0
2021-04-27,3736745.0,61526.0,0.0
2021-04-28,3738327.0,61587.0,0.0
2021-04-29,3740038.0,61672.0,0.0
2021-04-30,3742115.0,61768.0,0.0
2021-05-01,3743681.0,61866.0,0.0
2021-05-02,3744937.0,61939.0,0.0
2021-05-03,3747337.0,61967.0,0.0
2021-05-04,3749580.0,62029.0,0.0
2021-05-05,3750644.0,62070.0,0.0
2021-05-06,3753173.0,62154.0,0.0
2021-05-07,3755869.0,62220.0,0.0
2021-05-08,3757115.0,62280.0,0.0
2021-05-09,3758137.0,62314.0,0.0
2021-05-10,3760303.0,62334.0,0.0
2021-05-11,3761779.0,62365.0,0.0
2021-05-12,3763281.0,62472.0,0.0
2021-05-13,3764405.0,62573.0,0.0
2021-05-14,3767052.0,62633.0,0.0
2021-05-15,3768087.0,62656.0,0.0
2021-05-16,3768805.0,62690.0,0.0
2021-05-17,3769827.0,62699.0,0.0
2021-05-18,3771240.0,62727.0,0.0
2021-05-19,3772702.0,62765.0,0.0
2021-05-20,3774494.0,62817.0,0.0
2021-05-21,3775619.0,62862.0,0.0
2021-05-22,3776346.0,62911.0,0.0
2021-05-23,3777077.0,62933.0,0.0
2021-05-24,3778555.0,62949.0,0.0
2021-05-25,3779998.0,62986.0,0.0
2021-05-26,3781120.0,63017.0,0.0
2021-05-27,3786459.0,63168.0,0.0
2021-05-28,3787911.0,63218.0,0.0
2021-05-29,3788713.0,63236.0,0.0
